MatchID,TeamName,FirstBlood,FirstBaron,DragonKills,BaronKills
532,ZugiqCayag,Yes,Yes,3,2
845,Paweqep Gaming,Yes,No,1,3
429,FopLova,Yes,No,4,2
136,Woyejice Gaming,Yes,Yes,2,0
457,WiyogPutar,No,No,2,3
299,KoqMakoq,No,Yes,5,0
641,PuvuQasa,No,Yes,2,0
160,SevaKohi,Yes,No,5,2
962,MitSeb,No,Yes,4,1
654,Focozi Gejoheg,No,Yes,0,2
822,Nemuray Tujebi,No,Yes,0,0
363,FeyoFej,No,Yes,5,0
319,Team Degecut,Yes,No,2,3
728,Qadibali Gebemil,No,No,0,0
754,Sagebuxe Yafex,Yes,Yes,2,2
392,Fadipow Sukipo,Yes,Yes,0,1
944,WagLaga,No,No,0,3
191,Fipufi Gaming,Yes,No,2,2
261,KofarBayu,Yes,No,2,2
462,Wowenoy Havicuw,Yes,No,1,1
974,KoqMakoq,Yes,No,4,0
198,Team Degecut,No,Yes,0,3
553,Team Wukod,No,No,2,0
514,Qerefuxe Gaming,Yes,Yes,4,3
718,Team Facom,No,Yes,1,2
67,Ducebu Esports,Yes,No,2,1
489,VacQoho,No,No,0,3
595,Mefavur United,Yes,Yes,0,3
260,JiwoNawud,No,No,1,0
636,Qepepige Esports,No,Yes,4,1
661,WemukGiv,Yes,Yes,2,2
73,Xegotube Tivuki,Yes,No,5,2
887,Vayana Katoqe,No,Yes,4,2
709,FeyoFej,No,No,0,3
623,Bemuf Vibos,No,No,0,3
40,Team Mebexuv,Yes,Yes,0,1
165,Yifac Gaming,No,No,4,3
745,Team Puzumap,Yes,No,5,1
426,QosoVewov,No,No,4,3
309,TamefVag,No,No,2,1
114,LagiQiv,Yes,No,5,1
252,Team Vamizu,Yes,No,5,0
337,Kanehate Esports,No,Yes,3,2
642,KozeJayos,No,Yes,5,2
695,BesoWunuz,Yes,No,4,3
561,RanugRen,Yes,Yes,4,0
690,Team Bedizoku,Yes,No,3,3
952,Maraqece Vupuriq,No,No,3,1
228,Wehuma Esports,No,No,1,1
916,Puvorura United,Yes,No,2,2
365,Yisikeyi FC,Yes,No,5,2
788,Team Qemidod,Yes,Yes,2,0
463,Waveju Esports,Yes,Yes,5,1
663,Jajavayu FC,No,Yes,0,3
793,Yiwafuw Gaming,Yes,Yes,3,0
28,DixusRadeg,Yes,No,4,0
47,Team Dajitosu,Yes,Yes,2,3
932,BojupJilu,Yes,No,4,0
405,Kanehate Esports,Yes,Yes,4,1
117,JeseMiceq,No,No,2,0
731,Team Cotuwiha,No,Yes,0,3
110,Team Wigure,No,No,4,3
48,VuzohPed,No,No,3,0
528,GasLiw,No,No,0,0
711,Xeholi Winoxo,No,No,4,1
948,LilozZehi,No,No,2,0
686,Bemomo Bujeku,No,No,3,2
429,BageJuzob,No,Yes,3,0
465,Team Talori,Yes,Yes,2,0
39,Kizot Tokop,Yes,Yes,5,0
83,Qerefuxe Gaming,Yes,Yes,0,2
590,GasLiw,No,Yes,1,0
733,Team Gihoc,No,Yes,0,1
527,Zijuhi Hewupu,No,Yes,5,3
931,Team Facom,No,No,1,0
517,Tiwon United,No,No,2,2
749,Wodifuw Gipiyoro,Yes,No,5,0
560,FuhZasuf,Yes,Yes,3,0
232,Jetodih Mifecobo,No,No,5,0
171,QirejZayo,Yes,No,1,3
212,SevaKohi,No,Yes,0,0
344,Team Vajidodu,No,No,5,3
642,Dufewez Wokaf,Yes,No,5,1
526,Team Negoru,Yes,No,0,0
461,Team Qiwebegu,No,Yes,5,1
210,Team Qejoc,Yes,Yes,5,1
993,Locimuh Qiluhi,Yes,No,5,3
326,Nujamox Xoyet,Yes,Yes,2,1
654,DeciTod,Yes,No,1,3
57,Waredife FC,Yes,Yes,2,1
808,Pepoquzu Lulijuji,No,Yes,0,0
480,Team Yivuyup,Yes,No,5,2
36,Team Yuzun,No,No,3,3
953,Lixeka United,No,No,5,2
689,Team Buyemu,No,Yes,1,0
407,Bemuf Vibos,No,Yes,0,0
156,Team Yipigut,No,Yes,5,2
521,Hibot Vumefuwi,No,Yes,4,0
701,Team Pikejap,Yes,Yes,4,1
7,FeyeHojiw,Yes,No,0,1
652,Xiqacu Gaming,No,Yes,1,3
125,Team Qavanari,Yes,No,0,2
768,Fadipow Sukipo,Yes,No,0,0
724,YotoqQuxa,Yes,Yes,4,2
831,Zeruveko Pivovuh,Yes,Yes,4,1
200,Lizem Esports,Yes,Yes,2,1
914,Team Jihikita,No,Yes,3,3
625,Hejiqoba Kuxilo,Yes,Yes,1,3
856,BesoWunuz,No,Yes,4,0
782,Tojim Bokaqi,No,No,0,2
610,WafurPom,No,Yes,4,0
434,Nazamif Gaming,No,No,4,3
107,Cejudol Sacaken,Yes,No,5,0
351,Team Hetuwor,No,No,5,0
753,FosZemu,Yes,No,0,0
153,ZuhDux,No,Yes,1,3
680,Cuyex Yuyaj,Yes,No,3,2
43,Hevep Esports,No,No,2,3
375,Yexide United,No,Yes,5,2
171,NawYer,No,Yes,2,2
558,Bohecoqo United,Yes,Yes,0,3
311,LilozZehi,No,No,0,1
541,Team Qemidod,Yes,Yes,1,2
340,Tomes Gaming,No,No,0,2
983,Team Yivuyup,Yes,Yes,2,2
516,Notof Cubuteyi,No,Yes,4,0
239,Jizerux Esports,Yes,No,4,2
2,Notof Cubuteyi,No,No,1,1
431,JoqiCuyot,No,Yes,3,0
902,Hejiqoba Kuxilo,No,No,2,0
254,NacosKufug,No,No,5,3
772,Yonafobo Esports,Yes,Yes,4,0
802,Pitoyav Moyeviwo,Yes,Yes,2,2
113,KulLav,No,Yes,3,3
500,Lizem Esports,No,Yes,0,3
168,Team Xebawuk,No,No,1,3
813,Nekek United,Yes,No,4,1
886,Bibeqasu Gaming,No,No,5,1
760,XiwaNuxo,Yes,No,4,1
836,Team Zedamob,No,Yes,1,3
907,FeyeHojiw,No,Yes,5,2
600,Team Hadobu,No,Yes,2,0
597,Team Nuvomi,No,No,1,3
133,Fewena Muluwayu,No,No,1,2
723,GidaMane,Yes,Yes,4,0
970,Team Sokuv,Yes,No,2,3
711,Team Xutodoze,Yes,Yes,1,1
110,QimeDeqi,Yes,Yes,4,3
778,BesoWunuz,No,No,1,2
356,Team Wasad,No,No,3,0
818,Team Moqubo,No,No,3,0
825,SitiJoyi,Yes,No,2,0
45,Team Zatula,Yes,No,2,0
236,Jibiz Gaming,No,Yes,1,1
205,FuhZasuf,No,Yes,1,3
407,Team Mijey,Yes,No,5,0
295,Team Rixerinu,No,Yes,4,1
332,Xohipi Gaming,No,No,1,3
872,Kotey Peqopexi,No,Yes,0,1
469,Qopacu Esports,No,Yes,2,0
727,Fehepuw United,Yes,Yes,1,2
985,Cuyex Yuyaj,No,No,4,2
206,Team Yudufib,Yes,Yes,4,3
634,XadusJobe,No,Yes,4,0
272,LilozZehi,No,Yes,2,2
770,ZenuXowor,Yes,Yes,0,2
905,Bolilawa Gaming,Yes,Yes,2,2
81,Fehepuw United,Yes,No,1,0
55,ZuhDux,Yes,No,1,2
327,Wapul Jusurefe,No,Yes,1,2
446,Wafeqa United,No,Yes,3,0
263,Team Qedoli,No,No,3,3
834,Qoxipa Esports,Yes,No,1,2
188,Puhipizi Qedeqi,Yes,No,0,1
576,Team Voyati,No,Yes,2,0
442,Niqez Esports,Yes,No,1,0
124,YubSoc,Yes,Yes,2,2
616,Gabogo United,No,Yes,2,1
951,Zowesogo United,No,No,0,1
225,Team Heraku,No,Yes,5,0
320,SevaKohi,Yes,No,5,2
578,YubSoc,Yes,No,5,0
255,Yogiqar Esports,No,No,5,0
842,QezYehe,Yes,No,5,1
984,Tiresep FC,Yes,No,1,0
826,Team Wobasi,Yes,Yes,4,0
977,ZukuhPidon,No,No,2,2
564,Nilukeze Noran,Yes,No,3,1
8,Sogoyaje Hukejof,No,Yes,2,1
411,Covojag Jepuco,No,No,2,1
918,KacedZaqu,Yes,No,2,1
249,Team Migosu,Yes,Yes,3,0
412,Suseni Gaming,Yes,Yes,2,3
145,Team Huxobaq,No,Yes,4,2
961,Team Lefusiw,No,No,0,3
608,Jetodih Mifecobo,No,No,4,0
184,Team Mafuve,No,Yes,5,1
133,Goyajel FC,Yes,Yes,5,1
924,Team Niwaxav,Yes,Yes,1,2
660,Gevorar FC,Yes,No,4,2
149,Cadim Esports,No,No,0,3
816,Team Lifuwoqu,Yes,Yes,3,2
274,Xazuqewe Kufisu,No,Yes,5,0
453,Giwevi FC,No,Yes,5,1
998,Zilupiye Esports,Yes,No,2,0
720,Team Qavanari,Yes,No,3,1
640,Silevose Bogipove,No,Yes,3,0
760,Bufog FC,No,Yes,1,2
427,Team Gihoc,Yes,Yes,5,1
396,Dudixu Xopomilu,Yes,Yes,3,2
697,Loqecuna Xifaz,No,Yes,0,3
433,Duliroqu Esports,Yes,Yes,4,1
109,Team Wakimeni,No,No,4,0
157,Pexam Wajoto,No,No,4,2
288,Team Kegemasu,Yes,Yes,2,1
822,Sahes FC,Yes,No,0,3
943,ZafazXiha,Yes,Yes,1,0
154,KacedZaqu,Yes,Yes,4,0
809,Fewena Muluwayu,Yes,No,4,1
689,Yohakoje Esports,Yes,No,4,3
595,Hibot Vumefuwi,No,No,4,3
839,Lixeka United,Yes,No,5,3
770,Xaruxupo United,No,No,5,1
493,Team Pinofo,Yes,No,5,2
977,Team Riyufuza,Yes,Yes,0,1
385,GifebLafa,Yes,No,4,0
193,Kigaxepe Larip,No,Yes,0,2
318,Hujoq Puyid,No,Yes,5,0
569,Team Nasifihe,Yes,Yes,3,3
993,Team Cowamohu,No,Yes,3,0
599,WiniNakij,No,No,2,0
130,Paseca Gaming,No,No,1,3
755,Wokasa Vovuloc,Yes,Yes,3,0
51,Yaculime Poricu,No,Yes,3,1
458,Mizuca Wegobo,Yes,Yes,3,3
672,RoyJome,No,Yes,3,1
491,YubSoc,Yes,Yes,0,0
766,QajadKek,No,No,2,1
617,Team Yudufib,Yes,Yes,4,3
945,Team Qakihuzi,No,No,1,0
52,DosuPubu,No,No,1,2
505,Bifux Qigade,No,No,2,3
40,Negoc Baxelito,No,No,5,0
732,Wehuma Esports,Yes,No,4,0
866,TamefVag,Yes,Yes,4,2
277,Team Wohus,No,No,4,0
559,CulujJaz,No,Yes,0,1
403,Team Panux,Yes,No,5,0
462,WevZiji,No,Yes,3,3
79,Hejiqoba Kuxilo,No,Yes,2,1
721,Qufuh FC,No,No,4,3
364,Team Cotuwiha,No,Yes,1,0
575,Xoyaxa FC,Yes,No,1,2
350,Yazir Esports,No,No,2,1
511,Focozi Gejoheg,Yes,No,5,3
857,Team Wigure,Yes,Yes,3,1
584,Yifac Gaming,Yes,No,4,1
18,Resajo Dejix,Yes,Yes,1,0
576,Team Yipigut,Yes,No,3,0
723,Xoyaxa FC,No,No,0,1
627,Team Kanux,Yes,No,3,1
420,XukZadul,Yes,Yes,3,2
503,Jihisofu Mejihasi,No,No,5,0
981,Team Qiwebegu,Yes,Yes,2,1
651,Team Xujajum,No,No,0,1
837,Leguvus FC,No,Yes,4,2
29,Team Dilagag,No,No,4,2
593,Sayineju Borimoba,No,Yes,0,3
592,Niqez Esports,Yes,No,3,1
68,Wowenoy Havicuw,Yes,Yes,2,3
854,WapuXili,Yes,Yes,0,0
269,Team Xizuz,Yes,Yes,1,2
677,FuwRuh,No,Yes,1,1
394,Tiwon United,No,No,5,2
585,Kigaxepe Larip,No,Yes,5,1
382,TutaJipil,No,No,0,0
390,Paseca Gaming,Yes,No,5,2
639,HetiwJafa,Yes,Yes,0,1
54,FeyoFej,Yes,Yes,2,3
254,Kovotujo Dobewa,Yes,Yes,4,2
629,Paxaso Puzotoju,Yes,No,4,2
582,Jizume United,Yes,Yes,3,1
869,Xadujo Bixekuj,No,Yes,2,3
554,KofarBayu,No,Yes,1,3
428,Notof Cubuteyi,Yes,Yes,1,0
540,Jihisofu Mejihasi,Yes,No,2,0
426,Qanado Esports,Yes,Yes,1,1
726,DeciTod,No,No,1,1
999,Team Yakopan,Yes,No,4,3
970,ZuhDux,No,Yes,4,1
879,Qoxuy Yinapo,No,Yes,2,3
497,Wapul Jusurefe,No,No,5,3
474,HetiwJafa,Yes,No,3,1
424,Cikeceze Givaxoq,Yes,Yes,4,2
606,Team Bedika,No,No,2,0
534,Joqimihe FC,No,Yes,4,0
725,Sirumum Yasopuxi,Yes,No,3,1
969,RubovYive,No,Yes,1,3
343,Yufum Hiyexe,No,No,0,0
213,Team Gofoqute,Yes,Yes,4,3
508,DixusRadeg,No,Yes,4,2
155,Hujoq Puyid,No,Yes,3,1
142,RubovYive,No,No,5,2
320,Loqav Dadoqiti,No,Yes,3,0
764,Tewur Lijesi,Yes,No,2,1
140,Kayije Xolav,Yes,Yes,4,0
351,RoyJome,Yes,Yes,5,2
894,Yobidot Qovamuyi,Yes,No,3,1
169,FuwRuh,Yes,Yes,1,2
909,Team Yakopan,No,No,0,3
491,QimeDeqi,No,No,4,2
438,Team Wiqeb,No,Yes,3,0
579,Team Xixadib,Yes,No,3,3
734,Silevose Bogipove,Yes,Yes,4,2
212,Zuvusuj Esports,Yes,No,3,2
93,Tewur Lijesi,Yes,Yes,5,0
867,Rixebew Husetojo,Yes,No,0,1
888,Tixiruti Esports,Yes,No,4,0
148,Sogoyaje Hukejof,Yes,Yes,3,0
364,Team Xekopo,Yes,No,1,2
751,Jibiz Gaming,No,Yes,5,1
292,Team Vocadi,No,No,3,3
625,Team Degecut,No,No,4,3
964,Miseyogi FC,No,No,1,2
881,Team Delegi,No,Yes,3,3
422,Yejifeg Pufojisi,Yes,No,4,0
864,Mefavur United,No,Yes,3,3
118,MitSeb,No,No,1,1
52,Gigidoh FC,Yes,Yes,5,0
457,Coqof Fevejos,Yes,Yes,4,1
141,KacedZaqu,Yes,No,3,2
972,Dufewez Wokaf,No,Yes,5,0
849,RanugRen,Yes,Yes,5,2
355,Nujamox Xoyet,Yes,Yes,3,2
846,Team Tasahesi,Yes,No,3,1
284,Bifux Qigade,No,Yes,4,1
943,Fajipo Vufeze,No,No,3,2
753,WawiWaz,No,Yes,4,2
374,GifebLafa,No,No,5,1
412,Qofeb Yofil,No,No,4,1
726,Team Denij,Yes,Yes,0,3
275,Gololuho Esports,Yes,Yes,3,2
896,Team Nasifihe,Yes,No,0,1
778,QimeDeqi,Yes,Yes,1,0
335,Kotey Peqopexi,No,Yes,2,1
196,Covojag Jepuco,Yes,No,1,0
336,Yohakoje Esports,No,No,1,2
355,Xarohah Yametu,No,No,5,3
561,Suhuta Cehire,No,No,2,1
415,LiqNeg,Yes,No,5,1
742,Yejifeg Pufojisi,No,No,4,0
182,Hareluxa Cejowax,No,No,4,3
85,Team Qedoli,Yes,Yes,1,3
104,Team Hadobu,No,Yes,0,2
380,Team Delegi,Yes,No,4,3
65,Bemuf Vibos,No,No,3,0
736,WoyVov,Yes,Yes,0,3
517,Team Qakihuzi,Yes,Yes,4,1
768,Rosayu Gomuxax,No,Yes,3,1
450,Toneg Mizuxi,No,No,2,0
139,Jihisofu Mejihasi,Yes,No,2,1
899,Team Qipiy,No,Yes,0,1
827,Gayikivi Wahuqa,Yes,No,0,2
131,Team Hetuwor,Yes,No,5,0
841,Wodifuw Gipiyoro,Yes,Yes,5,3
921,Gamuxum Esports,Yes,No,2,1
26,HemRuge,No,No,4,2
483,BuxuCifac,Yes,Yes,5,1
435,Cohiluga Esports,No,No,1,3
543,Wokasa Vovuloc,Yes,No,0,2
360,Yelozen United,Yes,Yes,5,0
603,GifebLafa,No,Yes,2,0
870,Qufuh FC,No,Yes,5,2
507,XozePox,Yes,Yes,2,1
114,Pucugocu United,No,Yes,2,1
371,Team Jaruwi,Yes,Yes,3,3
637,HonibVohu,Yes,No,1,0
936,Team Gowuz,No,No,5,3
177,Jizerux Esports,Yes,No,1,1
196,Team Denij,No,Yes,0,1
21,Focozi Gejoheg,No,Yes,0,0
912,Team Kanux,No,Yes,0,0
543,Team Nezolu,No,Yes,2,1
68,QelKulu,No,No,3,0
216,Team Yakopan,No,No,3,2
588,Team Hetuwor,Yes,No,4,0
234,Paweqep Gaming,Yes,Yes,3,1
883,Hicoyoh Cofim,Yes,No,4,3
947,Nejidike Esports,No,No,3,2
721,FopLova,Yes,Yes,3,0
524,Nitaweto FC,No,No,4,1
129,Team Xujajum,Yes,No,5,1
411,Miseyogi FC,Yes,Yes,0,2
809,RubovYive,No,Yes,0,1
279,Lixeka United,Yes,Yes,0,3
939,TamefVag,No,No,1,0
552,Maraqece Vupuriq,No,Yes,0,0
682,KulLav,No,Yes,3,0
124,Team Qiwebegu,No,No,1,1
990,Bolilawa Gaming,No,Yes,5,1
202,Duliroqu Esports,No,No,1,0
511,Team Bisane,No,Yes,3,0
30,Buzoroxa Geducevu,No,No,0,1
704,Team Degecut,Yes,Yes,4,0
291,Bifux Qigade,Yes,No,2,3
16,Team Zatula,Yes,Yes,5,0
810,Yifac Gaming,No,No,3,1
55,Luwihiy Gaming,No,Yes,5,3
530,Team Gowuz,No,No,4,0
571,WiniNakij,No,Yes,3,2
580,Lixeka United,Yes,No,2,0
64,Kigaxepe Larip,Yes,No,4,3
908,Nitaweto FC,No,Yes,0,2
250,VuzohPed,No,No,0,2
169,Team Qakihuzi,No,No,3,0
673,Niqez Esports,Yes,Yes,3,2
477,Rovili Yekom,Yes,No,1,2
62,Micas Toned,Yes,Yes,3,1
539,Zakava United,No,Yes,5,3
815,Hejiqoba Kuxilo,No,Yes,2,2
901,Qojariju Gaming,Yes,No,5,3
703,NawYer,Yes,Yes,4,2
585,Fajipo Vufeze,Yes,No,5,0
248,KacedZaqu,No,Yes,4,1
161,Dufewez Wokaf,No,No,5,0
123,FopLova,Yes,No,2,3
129,Vufivese Pezusopo,No,Yes,3,2
840,Qoxipa Esports,Yes,No,5,0
214,NebawFum,Yes,No,5,2
784,Dimanofe Laqotur,No,Yes,0,1
785,WafurPom,No,No,0,2
405,Gololuho Esports,No,No,4,0
613,RubovYive,No,No,5,1
178,Deduy Xageqam,Yes,Yes,4,0
611,QajadKek,Yes,Yes,4,3
98,FeyeHojiw,No,Yes,1,2
218,Resajo Dejix,No,No,2,1
6,FuwRuh,Yes,Yes,4,1
688,Waredife FC,No,No,1,0
667,Team Heraku,No,No,5,0
81,Bejahiru Hoxov,No,Yes,3,2
468,Team Dajitosu,No,Yes,1,3
530,Team Wukot,Yes,Yes,5,2
854,Hibot Vumefuwi,No,No,5,2
685,DosuPubu,No,No,0,2
539,Zolaleh United,Yes,No,5,1
369,Yisikeyi FC,Yes,Yes,5,2
293,Bifux Qigade,No,No,2,3
687,Xarohah Yametu,Yes,No,1,3
864,SadiLuwez,Yes,No,3,3
958,SijoVal,No,Yes,3,2
861,Mizuca Wegobo,Yes,No,3,2
842,KarLew,No,Yes,0,3
408,Niqez Esports,Yes,Yes,0,1
975,Team Wigure,No,No,1,3
352,Paweqep Gaming,No,Yes,1,2
1000,KacedZaqu,No,No,0,1
933,Foyat Gaming,No,No,4,3
4,Team Tefizora,Yes,No,5,0
319,Humos United,No,Yes,4,1
947,Team Vamizu,Yes,Yes,1,1
66,FeyeHojiw,No,No,0,2
671,Xaruxupo United,Yes,Yes,2,0
868,Yohakoje Esports,No,No,0,3
123,Team Tasahesi,No,Yes,4,2
64,Zijuhi Hewupu,No,Yes,5,0
101,Team Tecajofi,Yes,No,0,1
487,Yejifeg Pufojisi,No,No,3,2
767,Lixeka United,No,Yes,3,1
111,Team Karufo,No,Yes,1,3
391,Rosayu Gomuxax,Yes,No,4,3
31,Qunete Esports,No,Yes,2,0
91,Team Vegeza,Yes,No,4,2
84,Ducebu Esports,Yes,No,3,3
211,Biyineb Gaming,No,No,5,0
58,Team Cagis,No,No,4,3
460,Gololuho Esports,No,Yes,0,1
591,Zeruveko Pivovuh,No,Yes,5,2
991,HetiwJafa,No,No,5,1
897,Bejahiru Hoxov,No,Yes,0,3
824,Vujoxaga Esports,No,Yes,1,3
322,KozeJayos,Yes,No,4,3
621,WagLaga,No,No,0,1
28,Team Wakimeni,No,Yes,0,2
245,Xazuqewe Kufisu,Yes,No,5,2
536,Team Vegeza,Yes,Yes,4,1
102,Qofeb Yofil,Yes,No,4,1
605,HemRuge,No,Yes,0,0
312,Team Zedamob,Yes,No,4,3
402,Giwevi FC,Yes,No,4,2
935,Wuyeziy Gaming,Yes,No,1,3
714,Team Wiqeb,Yes,Yes,1,0
41,ToyiGum,Yes,Yes,5,3
968,Wodifuw Gipiyoro,No,Yes,1,1
401,Fajipo Vufeze,Yes,No,5,2
45,NoheXavox,No,Yes,2,0
755,Gigidoh FC,No,No,1,0
671,Jizume United,No,No,5,3
863,Sajil FC,Yes,No,2,0
918,Cayoju Kawuzew,No,Yes,2,2
967,MopoJeti,Yes,No,2,2
737,Foyat Gaming,No,Yes,2,1
648,Reboloqu Tafeyaza,Yes,No,2,1
804,Yufum Hiyexe,No,No,5,2
459,Lison Yezeqin,Yes,No,0,3
938,KofarBayu,Yes,Yes,2,3
743,XosegMukek,Yes,No,5,0
732,ZugiqCayag,No,Yes,4,2
975,Team Sokuv,Yes,Yes,4,2
236,ToyiGum,Yes,No,5,2
181,MazojWimaj,No,Yes,1,0
230,YitVekoj,Yes,Yes,4,1
988,Duliroqu Esports,No,No,3,2
475,Mefavur United,Yes,Yes,5,0
49,Team Xawakej,No,Yes,1,2
948,WawiWaz,Yes,Yes,2,1
626,Team Qosorap,No,Yes,1,2
147,Nekek United,No,Yes,4,0
334,Hibot Vumefuwi,No,Yes,1,1
323,Bejahiru Hoxov,No,No,0,1
643,Kizot Tokop,Yes,No,0,1
571,Biyineb Gaming,Yes,No,2,2
60,JoqiCuyot,No,No,0,1
840,Ruruzome Gaming,No,Yes,4,2
812,DosuPubu,No,Yes,0,0
280,KulLav,Yes,Yes,4,0
96,Team Yudufib,Yes,Yes,0,2
120,Nuxida United,No,Yes,5,1
300,Nekek United,Yes,No,5,1
19,Dayuha Xifepava,No,Yes,3,3
519,Joqimihe FC,Yes,Yes,1,3
992,TutaJipil,No,Yes,5,0
679,HusCana,No,No,1,2
397,ZafazXiha,No,No,2,2
159,Bohecoqo United,No,No,4,2
74,Gabogo United,Yes,Yes,5,2
582,Team Vegeza,No,No,1,0
574,Wetiref Vuxak,No,No,3,3
709,Team Wukot,Yes,Yes,4,0
44,Xaruxupo United,Yes,Yes,0,2
798,Mefavur United,No,Yes,0,3
394,Team Qipiy,Yes,Yes,3,3
180,Jegevu FC,No,Yes,3,2
107,Team Vajidodu,No,Yes,2,2
512,MitSeb,No,No,5,0
186,Team Panux,Yes,Yes,1,2
930,Goyajel FC,No,No,0,2
846,Zelozej Esports,No,Yes,0,3
268,BojupJilu,Yes,Yes,2,1
516,Wunur Hoqomi,Yes,No,0,0
687,WapuXili,No,Yes,1,3
777,HemRuge,Yes,Yes,3,3
69,BuwDax,No,Yes,4,1
639,Team Lefusiw,No,No,1,0
317,TamefVag,No,No,4,3
359,Team Yivuyup,Yes,No,1,3
448,DameKoz,No,Yes,1,0
387,Reboloqu Tafeyaza,Yes,No,4,0
209,Qerefuxe Gaming,No,Yes,4,0
781,Cohiluga Esports,No,Yes,2,2
838,Pucugocu United,No,Yes,3,0
957,Jahacet Kawefes,Yes,No,0,0
59,Team Huxobaq,Yes,Yes,1,3
352,WiyogPutar,Yes,No,1,1
729,Xazuqewe Kufisu,Yes,Yes,1,0
676,XadusJobe,No,Yes,4,2
391,Yisikeyi FC,No,Yes,3,3
694,Team Tecajofi,Yes,No,3,3
472,Zadivik Peheyo,No,No,2,0
915,Team Holico,Yes,Yes,5,1
891,Loqecuna Xifaz,Yes,No,1,2
664,Puhipizi Qedeqi,No,No,2,2
886,Josiza Gaming,Yes,Yes,5,0
97,Team Zuvel,No,Yes,3,3
982,KofarBayu,No,No,0,2
59,Nejidike Esports,No,No,1,3
200,Team Kuzucocu,No,No,4,0
759,JeseMiceq,No,No,2,2
584,Team Nimugo,No,Yes,0,2
187,Higax Esports,Yes,No,0,0
803,NebawFum,Yes,No,2,2
989,Hujoq Puyid,Yes,Yes,5,0
670,Xeholi Winoxo,No,No,0,1
359,ZukuhPidon,No,Yes,5,1
987,FopLova,Yes,Yes,3,1
183,LolaWaye,Yes,Yes,5,2
77,Gigim Foroc,No,No,0,2
628,Zevozoza United,No,No,0,1
889,FuwRuh,Yes,No,3,3
8,Mizuca Wegobo,Yes,No,5,1
94,Teveral Suwez,Yes,Yes,2,3
350,QosoVewov,Yes,Yes,0,3
357,Badov Esports,Yes,No,0,0
955,Yemesom Qajot,Yes,Yes,0,3
218,SadiLuwez,Yes,Yes,0,0
727,Wuyeziy Gaming,No,No,2,1
331,Wuyeziy Gaming,Yes,Yes,0,2
63,KarLew,No,No,5,1
758,Team Wobum,Yes,Yes,5,0
425,Hevep Esports,Yes,Yes,2,2
631,Ducebu Esports,No,No,3,3
798,Qerefuxe Gaming,Yes,No,1,1
89,Waviluv United,No,No,2,1
560,Bemuf Vibos,No,No,4,2
478,Goyajel FC,No,Yes,1,3
699,Team Xixadib,No,Yes,5,1
149,LobTuf,Yes,Yes,3,0
144,VezaZipok,Yes,No,1,3
253,Yogiqar Esports,Yes,No,4,2
802,Team Mijey,No,No,3,1
761,DameKoz,Yes,No,5,1
476,Tubuq Cubebog,No,No,2,2
92,Team Zatula,Yes,Yes,1,1
714,Wehuma Esports,No,No,4,0
400,Jokiruf FC,Yes,No,5,2
389,Team Wobum,Yes,Yes,2,3
684,Zenoko United,No,Yes,0,1
472,Vevacom Lexifeje,Yes,Yes,5,2
746,Marax Esports,Yes,Yes,2,3
546,Team Wobasi,No,No,5,0
658,Tewur Lijesi,No,No,1,2
152,Team Qipiy,No,Yes,4,2
121,Votiqex Dilibiwe,Yes,Yes,5,1
435,Team Hetuwor,Yes,Yes,2,2
74,Wuyeziy Gaming,No,No,3,0
747,HibeGic,Yes,No,3,3
297,Dovutose Esports,Yes,Yes,5,3
302,Jahacet Kawefes,No,No,1,2
230,NoheXavox,No,No,4,1
851,GavSeg,Yes,Yes,2,3
762,Team Wukot,No,No,3,0
622,Muvodu Gaming,Yes,Yes,3,0
708,Pepoquzu Lulijuji,No,No,1,1
75,Team Qirujaz,No,Yes,3,2
509,Team Mepahi,Yes,No,5,3
673,WapuXili,No,No,5,2
612,Cohiluga Esports,No,No,2,3
674,Zijuhi Hewupu,No,Yes,0,1
532,Woyejice Gaming,No,No,2,1
106,Qopacu Esports,Yes,No,2,2
630,Kizot Tokop,Yes,No,1,0
179,Gayikivi Wahuqa,No,Yes,1,0
342,LulLefe,No,No,5,2
570,FuwRuh,Yes,Yes,0,0
915,Gigim Foroc,No,No,3,3
389,Wowenoy Havicuw,No,No,2,3
264,Team Xutodoze,Yes,No,3,2
738,Team Muwijin,No,No,4,3
77,Fajipo Vufeze,Yes,Yes,1,0
879,Kovotujo Dobewa,Yes,No,1,2
494,Team Xuvum,No,Yes,3,3
609,RikiYec,No,Yes,2,0
192,Team Lefusiw,No,Yes,0,1
688,BuwDax,Yes,Yes,1,1
600,Niqez Esports,Yes,No,4,1
752,Vufivese Pezusopo,No,Yes,0,3
120,Ranewe Taman,Yes,No,4,1
878,Qitipiwi Esports,Yes,No,1,3
184,Refevay FC,Yes,No,3,0
534,Gefexey Jawuyi,Yes,No,4,3
996,RajihSih,Yes,No,5,2
504,Bohecoqo United,No,Yes,4,1
418,Zakava United,Yes,No,5,1
297,DameKoz,No,No,4,1
90,MitSeb,Yes,Yes,4,1
318,Nemuray Tujebi,Yes,No,4,2
558,Suhuta Cehire,No,No,0,2
938,Suseni Gaming,No,No,2,2
383,Loqav Dadoqiti,No,No,4,1
892,Yufum Hiyexe,Yes,No,5,2
337,Lizem Esports,Yes,No,3,2
682,Bohecoqo United,Yes,No,5,3
811,Nejidike Esports,No,Yes,2,0
